,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end
32233,Erik Kenward,producer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (producer - 206 episodes, 2011 - 2022) (co-producer - 22 episodes, 2010 - 2011)",228,"Saturday Night Live
(TV Series) (producer - 206 episodes, 2011 - 2022) (co-producer - 22 episodes, 2010 - 2011)


- Natasha Lyonne/Japanese Breakfast
(2022)
... (producer)


- Selena Gomez/Post Malone
(2022)
... (producer)


- Benedict Cumberbatch/Arcade Fire
(2022)
... (producer)


- Lizzo
(2022)
... (producer)


- Jake Gyllenhaal/Camila Cabello
(2022)
... (producer)





Show all 228 episodes",2010,2022
32269,Jon Rosenfeld,writer,2000-2001,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 18 episodes),18,"2000-2001

Saturday Night Live
(TV Series) (writer - 18 episodes)


- Lara Flynn Boyle/Bon Jovi
(2001)
... (writer)


- Pierce Brosnan/Destiny's Child
(2001)
... (writer)


- Renée Zellweger/Eve
(2001)
... (writer)


- Alec Baldwin/Coldplay
(2001)
... (writer)


- Julia Stiles/Aerosmith
(2001)
... (writer)





Show all 18 episodes",2000,2001
32280,Doug Abeles,actor,2005-2008,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Painter / Crew Member / Guy in Para Tri-Cyclen Ad",3,"2005-2008

Saturday Night Live
(TV Series)

Painter / Crew Member / Guy in Para Tri-Cyclen Ad

- Shia LaBeouf/My Morning Jacket
(2008)
... Painter (uncredited)


- Zach Braff/Maroon 5
(2007)
... Crew Member (uncredited)


- Will Ferrell/Queens of the Stone Age
(2005)
... Guy in Para Tri-Cyclen Ad (uncredited)",2005,2008
32284,Doug Abeles,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (13 episodes, 2010 - 2011) (writer - 178 episodes, 2001 - 2011) (written by - 6 episodes, 2007 - 2009) (weekend update head writer - 1 episode, 2008)",197,"Saturday Night Live
(TV Series) (13 episodes, 2010 - 2011) (writer - 178 episodes, 2001 - 2011) (written by - 6 episodes, 2007 - 2009) (weekend update head writer - 1 episode, 2008)


- Justin Timberlake/Lady Gaga
(2011)
... (writer)


- Ed Helms/Paul Simon
(2011)
... (writer)


- Tina Fey/Ellie Goulding
(2011)
... (writer)


- Helen Mirren/Foo Fighters
(2011)
... (writer)


- Elton John/Leon Russell
(2011)





Show all 197 episodes",2001,2011
32289,Doug Abeles,producer,2008-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (producer - 66 episodes),66,"2008-2011

Saturday Night Live
(TV Series) (producer - 66 episodes)


- Justin Timberlake/Lady Gaga
(2011)
... (producer: Weekend Update)


- Ed Helms/Paul Simon
(2011)
... (producer: Weekend Update)


- Tina Fey/Ellie Goulding
(2011)
... (producer: Weekend Update)


- Helen Mirren/Foo Fighters
(2011)
... (producer: Weekend Update)


- Elton John/Leon Russell
(2011)
... (producer: Weekend Update)





Show all 66 episodes",2008,2011
32315,Max Brooks,writer,2001-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 40 episodes),40,"2001-2003

Saturday Night Live
(TV Series) (writer - 40 episodes)


- Dan Aykroyd/Beyonce
(2003)
... (writer)


- Adrien Brody/Sean Paul & Wayne Wonder
(2003)
... (writer)


- Ashton Kutcher/50 Cent
(2003)
... (writer)


- Ray Romano/Zwan
(2003)
... (writer)


- Bernie Mac/Good Charlotte
(2003)
... (writer)





Show all 40 episodes",2001,2003
32459,Louis C.K.,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (12 episodes, 1997 - 2007) (additional material - 2 episodes, 2002 - 2004) (writer - 1 episode, 2002)",15,"Saturday Night Live
(TV Series) (12 episodes, 1997 - 2007) (additional material - 2 episodes, 2002 - 2004) (writer - 1 episode, 2002)


- Zach Braff/Maroon 5
(2007)
... (segment ""Saturday TV Funhouse"")


- Scarlett Johansson/Björk
(2007)
... (segment ""Saturday TV Funhouse"")


- Will Ferrell/Queens of the Stone Age
(2005)
... (segment ""Saturday TV Funhouse"")


- Ben Affleck/N.E.R.D.
(2004)
... (additional material - segment ""Saturday TV Funhouse"")


- Christina Aguilera/Maroon 5
(2004)
... (segment ""Saturday TV Funhouse"")





Show all 15 episodes",1997,2007
32508,Louis C.K.,self,2012-2017,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Various / The Shoemaker / ...",4,"2012-2017

Saturday Night Live
(TV Series)

Self - Host / Various / The Shoemaker / ...

- Louis C.K./The Chainsmokers
(2017)
... Self - Host


- Louis C.K./Rihanna
(2015)
... Self - Host / The Shoemaker / Various


- Louis C.K./Sam Smith
(2014)
... Self - Host / Various


- Louis C.K./Fun
(2012)
... Self - Host / Abraham Lincoln / Various",2012,2017
32567,Charlie Grandy,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 127 episodes, 2001 - 2008) (written by - 4 episodes, 2007 - 2008)",131,"Saturday Night Live
(TV Series) (writer - 127 episodes, 2001 - 2008) (written by - 4 episodes, 2007 - 2008)


- Steve Carell/Usher
(2008)
... (writer)


- Shia LaBeouf/My Morning Jacket
(2008)
... (writer)


- Ashton Kutcher/Gnarls Barkley
(2008)
... (writer)


- Christopher Walken/Panic at the Disco
(2008)
... (writer)


- Jonah Hill/Mariah Carey
(2008)
... (writer)





Show all 131 episodes",2001,2008
32574,Charlie Grandy,producer,2006-2008,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (producer - 32 episodes),32,"2006-2008

Saturday Night Live
(TV Series) (producer - 32 episodes)


- Steve Carell/Usher
(2008)
... (producer: Weekend Update)


- Shia LaBeouf/My Morning Jacket
(2008)
... (producer: Weekend Update)


- Ashton Kutcher/Gnarls Barkley
(2008)
... (producer: Weekend Update)


- Christopher Walken/Panic at the Disco
(2008)
... (producer: Weekend Update)


- Jonah Hill/Mariah Carey
(2008)
... (producer: Weekend Update)





Show all 32 episodes",2006,2008
32589,Charlie Grandy,actor,2003-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Puff Daddy's marathon starter",1,"2003

Saturday Night Live
(TV Series)

Puff Daddy's marathon starter

- Kelly Ripa/Outkast
(2003)
... Puff Daddy's marathon starter (uncredited)",2003,2003
32611,Ken Scarborough,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 74 episodes, 2000 - 2004) (additional sketch - 1 episode, 1995)",75,"Saturday Night Live
(TV Series) (writer - 74 episodes, 2000 - 2004) (additional sketch - 1 episode, 1995)


- Mary-Kate & Ashley Olsen/J-Kwon
(2004)
... (writer)


- Snoop Dogg/Avril Lavigne
(2004)
... (writer)


- Lindsay Lohan/Usher
(2004)
... (writer)


- Janet Jackson
(2004)
... (writer)


- Ben Affleck/N.E.R.D.
(2004)
... (writer)





Show all 75 episodes",1995,2004
32630,Barry Sobel,writer,2000-2001,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"2000-2001

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Christopher Walken/Weezer
(2001)
... (writer)


- Lara Flynn Boyle/Bon Jovi
(2001)
... (writer)


- Pierce Brosnan/Destiny's Child
(2001)
... (writer)


- Renée Zellweger/Eve
(2001)
... (writer)


- Alec Baldwin/Coldplay
(2001)
... (writer)





Show all 20 episodes",2000,2001
32641,Leo Allen,writer,2002-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 60 episodes),60,"2002-2005

Saturday Night Live
(TV Series) (writer - 60 episodes)


- Lindsay Lohan/Coldplay
(2005)
... (writer)


- Will Ferrell/Queens of the Stone Age
(2005)
... (writer)


- Johnny Knoxville/System of a Down
(2005)
... (writer)


- Tom Brady/Beck
(2005)
... (writer)


- Cameron Diaz/Green Day
(2005)
... (writer)





Show all 60 episodes",2002,2005
32683,Leo Allen,actor,2003-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Don Pardo's Posse / French & Russian Delegate Translator / Audience Member",3,"2003-2005

Saturday Night Live
(TV Series)

Don Pardo's Posse / French & Russian Delegate Translator / Audience Member

- Johnny Knoxville/System of a Down
(2005)
... Don Pardo's Posse (uncredited)


- Matthew McConaughey/Dixie Chicks
(2003)
... French & Russian Delegate Translator (voice, uncredited)


- Ray Liotta/The Donnas
(2003)
... Audience Member (uncredited)",2003,2005
32705,James Eagan,writer,2002-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 39 episodes),39,"2002-2004

Saturday Night Live
(TV Series) (writer - 39 episodes)


- Mary-Kate & Ashley Olsen/J-Kwon
(2004)
... (writer)


- Snoop Dogg/Avril Lavigne
(2004)
... (writer)


- Lindsay Lohan/Usher
(2004)
... (writer)


- Janet Jackson
(2004)
... (writer)


- Ben Affleck/N.E.R.D.
(2004)
... (writer)





Show all 39 episodes",2002,2004
32706,Corwin Moore,writer,2002-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"2002-2003

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Dan Aykroyd/Beyonce
(2003)
... (writer)


- Adrien Brody/Sean Paul & Wayne Wonder
(2003)
... (writer)


- Ashton Kutcher/50 Cent
(2003)
... (writer)


- Ray Romano/Zwan
(2003)
... (writer)


- Bernie Mac/Good Charlotte
(2003)
... (writer)





Show all 20 episodes",2002,2003
32712,Eric Slovin,writer,2002-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 60 episodes),60,"2002-2005

Saturday Night Live
(TV Series) (writer - 60 episodes)


- Lindsay Lohan/Coldplay
(2005)
... (writer)


- Will Ferrell/Queens of the Stone Age
(2005)
... (writer)


- Johnny Knoxville/System of a Down
(2005)
... (writer)


- Tom Brady/Beck
(2005)
... (writer)


- Cameron Diaz/Green Day
(2005)
... (writer)





Show all 60 episodes",2002,2005
32721,Eric Slovin,actor,2003-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Don Pardo's Posse / Giant Pencil / Wiseguy Pencil Thief / ...",11,"2003-2005

Saturday Night Live
(TV Series)

Don Pardo's Posse / Giant Pencil / Wiseguy Pencil Thief / ...

- Johnny Knoxville/System of a Down
(2005)
... Don Pardo's Posse (uncredited)


- Ashton Kutcher/50 Cent
(2003)
... Giant Pencil (uncredited)


- Ray Romano/Zwan
(2003)
... Wiseguy Pencil Thief (uncredited)


- Bernie Mac/Good Charlotte
(2003)
... Magician Pencil Thief (uncredited)


- Salma Hayek/Christina Aguilera
(2003)
... Gangsta Pencil Thief (uncredited)





Show all 11 episodes",2003,2005
32739,Emily Spivey,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (written by - 176 episodes, 2001 - 2021) (writing supervisor - 20 episodes, 2009 - 2010) (additional sketch - 2 episodes, 2010 - 2011) (writer - 2 episodes, 2009)",180,"Saturday Night Live
(TV Series) (written by - 176 episodes, 2001 - 2021) (writing supervisor - 20 episodes, 2009 - 2010) (additional sketch - 2 episodes, 2010 - 2011) (writer - 2 episodes, 2009)


- Elon Musk/Miley Cyrus
(2021)
... (written by)


- Maya Rudolph/Jack Harlow
(2021)
... (written by)


- Tina Fey & Amy Poehler/Bruce Springsteen and the E Street Band
(2015)
... (written by)


- Steve Buscemi/The Black Keys
(2011)
... (additional sketch)


- Amy Poehler/Katy Perry
(2010)
... (additional sketch)





Show all 180 episodes",2001,2021
32753,Emily Spivey,actress,2003-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Audience Member / Women Who Want to be Murdered Caller / Desk Security Guard / ...",7,"2003-2009

Saturday Night Live
(TV Series)

Audience Member / Women Who Want to be Murdered Caller / Desk Security Guard / ...

- Megan Fox/U2
(2009)
... Women Who Want to be Murdered Caller (uncredited)


- Tracy Morgan/Kelly Clarkson
(2009)
... Desk Security Guard (uncredited)


- Matthew Fox/Tenacious D
(2006)
... Mountain Man Sketch Writer (uncredited)


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Staff Member (uncredited)


- Snoop Dogg/Avril Lavigne
(2004)
... Passerby in 'Fericito Walking' (uncredited)





Show all 7 episodes",2003,2009
32771,Emily Spivey,self,2020-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"2020

Saturday Night Live
(TV Series)

Self

- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)",2020,2020
32891,Jordan Black,writer,2003-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"2003-2004

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Mary-Kate & Ashley Olsen/J-Kwon
(2004)
... (writer)


- Snoop Dogg/Avril Lavigne
(2004)
... (writer)


- Lindsay Lohan/Usher
(2004)
... (writer)


- Janet Jackson
(2004)
... (writer)


- Donald Trump/Toots and the Maytals
(2004)
... (writer)





Show all 20 episodes",2003,2004
32924,Liz Cackowski,actress,2004-2007,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Audience Member / Staff Member / Ariel & Efrim Dancer / ...",5,"2004-2007

Saturday Night Live
(TV Series)

Audience Member / Staff Member / Ariel & Efrim Dancer / ...

- Jon Bon Jovi/Foo Fighters
(2007)
... Audience Member (uncredited)


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Staff Member (uncredited)


- Tom Hanks/Red Hot Chili Peppers
(2006)
... Ariel & Efrim Dancer (uncredited)


- Topher Grace/The Killers
(2005)
... Audience Member (uncredited)


- Donald Trump/Toots and the Maytals
(2004)
... Page (uncredited)",2004,2007
32930,Liz Cackowski,writer,2003-2006,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 59 episodes),59,"2003-2006

Saturday Night Live
(TV Series) (writer - 59 episodes)


- Kevin Spacey/Nelly Furtado
(2006)
... (writer)


- Julia Louis-Dreyfus/Paul Simon
(2006)
... (writer)


- Tom Hanks/Red Hot Chili Peppers
(2006)
... (writer)


- Lindsay Lohan/Pearl Jam
(2006)
... (writer)


- Antonio Banderas/Mary J. Blige
(2006)
... (writer)





Show all 59 episodes",2003,2006
32968,David Iserson,writer,2003-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"2003-2004

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Mary-Kate & Ashley Olsen/J-Kwon
(2004)
... (writer)


- Snoop Dogg/Avril Lavigne
(2004)
... (writer)


- Lindsay Lohan/Usher
(2004)
... (writer)


- Janet Jackson
(2004)
... (writer)


- Donald Trump/Toots and the Maytals
(2004)
... (writer)





Show all 20 episodes",2003,2004
32970,Joe Kelly,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (2 episodes, 2013) (writer - 54 episodes, 2003 - 2013) (written by - 3 episodes, 2013 - 2017)",59,"Saturday Night Live
(TV Series) (2 episodes, 2013) (writer - 54 episodes, 2003 - 2013) (written by - 3 episodes, 2013 - 2017)


- Kevin Hart/Foo Fighters
(2017)
... (written by)


- Ben Affleck/Kanye West
(2013)
... (writer)


- Kristen Wiig/Vampire Weekend
(2013)


- Zach Galifianakis/Of Monsters and Men
(2013)
... (written by)


- Vince Vaughn/Miguel
(2013)
... (writer)





Show all 59 episodes",2003,2017
32993,Joe Kelly,actor,2005-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Steve Fuller",1,"2005

Saturday Night Live
(TV Series)

Steve Fuller

- Tom Brady/Beck
(2005)
... Steve Fuller (uncredited)",2005,2005
33035,John Lutz,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 109 episodes, 2003 - 2009) (written by - 6 episodes, 2007 - 2009)",115,"Saturday Night Live
(TV Series) (writer - 109 episodes, 2003 - 2009) (written by - 6 episodes, 2007 - 2009)


- Ryan Reynolds/Lady Gaga
(2009)
... (written by)


- Megan Fox/U2
(2009)
... (written by)


- Will Ferrell/Green Day
(2009)
... (writer)


- Justin Timberlake/Ciara
(2009)
... (writer)


- Zac Efron/Yeah Yeah Yeahs
(2009)
... (writer)





Show all 115 episodes",2003,2009
33053,John Lutz,actor,2004-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Audience Member / Teacher / Apartment Owner / ...",21,"2004-2010

Saturday Night Live
(TV Series)

Audience Member / Teacher / Apartment Owner / ...

- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... Teacher (uncredited)


- Charles Barkley/Alicia Keys
(2010)
... Audience Member (uncredited)


- Drew Barrymore/Regina Spektor
(2009)
... Apartment Owner (uncredited)


- Megan Fox/U2
(2009)
... Airplane Passenger (uncredited)


- Tracy Morgan/Kelly Clarkson
(2009)
... Numbnuts (uncredited)





Show all 21 episodes",2004,2010
33212,J.B. Smoove,actor,2003-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Terrell / Guy / Football Player / ...",12,"2003-2005

Saturday Night Live
(TV Series)

Terrell / Guy / Football Player / ...

- Dane Cook/James Blunt
(2005)
... Guy (uncredited)


- Lance Armstrong/Sheryl Crow
(2005)
... Terrell (uncredited)


- Tom Brady/Beck
(2005)
... Football Player (uncredited)


- David Spade/Jack Johnson
(2005)
... Terrell (uncredited)


- Topher Grace/The Killers
(2005)
... Terrell (uncredited)





Show all 12 episodes",2003,2005
33217,J.B. Smoove,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 59 episodes, 2003 - 2006) (guest writer - 1 episode, 2007)",60,"Saturday Night Live
(TV Series) (writer - 59 episodes, 2003 - 2006) (guest writer - 1 episode, 2007)


- Drew Barrymore/Lily Allen
(2007)
... (guest writer)


- Kevin Spacey/Nelly Furtado
(2006)
... (writer)


- Julia Louis-Dreyfus/Paul Simon
(2006)
... (writer)


- Tom Hanks/Red Hot Chili Peppers
(2006)
... (writer)


- Lindsay Lohan/Pearl Jam
(2006)
... (writer)





Show all 60 episodes",2003,2007
33289,Rich Talarico,writer,2003-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 40 episodes),40,"2003-2005

Saturday Night Live
(TV Series) (writer - 40 episodes)


- Lindsay Lohan/Coldplay
(2005)
... (writer)


- Will Ferrell/Queens of the Stone Age
(2005)
... (writer)


- Johnny Knoxville/System of a Down
(2005)
... (writer)


- Tom Brady/Beck
(2005)
... (writer)


- Cameron Diaz/Green Day
(2005)
... (writer)





Show all 40 episodes",2003,2005
33303,Rich Talarico,actor,2004-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Police Officer",1,"2004

Saturday Night Live
(TV Series)

Police Officer

- Mary-Kate & Ashley Olsen/J-Kwon
(2004)
... Police Officer (uncredited)",2004,2004
33318,Alex Baze,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (24 episodes, 2011 - 2013) (writer - 123 episodes, 2004 - 2018) (head writer - 66 episodes, 2008 - 2011) (written by - 30 episodes, 2007 - 2014) (additional sketch - 1 episode, 2001)",195,"Saturday Night Live
(TV Series) (24 episodes, 2011 - 2013) (writer - 123 episodes, 2004 - 2018) (head writer - 66 episodes, 2008 - 2011) (written by - 30 episodes, 2007 - 2014) (additional sketch - 1 episode, 2001)


- Seth Meyers/Paul Simon
(2018)
... (writer)


- Andy Samberg/St. Vincent
(2014)
... (written by)


- Charlize Theron/The Black Keys
(2014)
... (written by)


- Andrew Garfield/Coldplay
(2014)
... (written by)


- Seth Rogen/Ed Sheeran
(2014)
... (written by)





Show all 195 episodes",2001,2018
33324,Alex Baze,producer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (producer - 48 episodes, 2011 - 2014) (supervising producer - 8 episodes, 2014)",56,"Saturday Night Live
(TV Series) (producer - 48 episodes, 2011 - 2014) (supervising producer - 8 episodes, 2014)


- Andy Samberg/St. Vincent
(2014)
... (supervising producer - segment ""Weekend Update"")


- Charlize Theron/The Black Keys
(2014)
... (supervising producer - segment ""Weekend Update"")


- Andrew Garfield/Coldplay
(2014)
... (supervising producer - segment ""Weekend Update"")


- Seth Rogen/Ed Sheeran
(2014)
... (supervising producer - segment ""Weekend Update"")


- Anna Kendrick/Pharrell Williams
(2014)
... (supervising producer - segment ""Weekend Update"")





Show all 56 episodes",2011,2014
33350,Matt Murray (I),writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 137 episodes, 2000 - 2007) (written by - 2 episodes, 2007)",139,"Saturday Night Live
(TV Series) (writer - 137 episodes, 2000 - 2007) (written by - 2 episodes, 2007)


- Zach Braff/Maroon 5
(2007)
... (writer)


- Molly Shannon/Linkin Park
(2007)
... (writer)


- Scarlett Johansson/Björk
(2007)
... (writer)


- Shia LaBeouf/Avril Lavigne
(2007)
... (written by)


- Peyton Manning/Carrie Underwood
(2007)
... (writer)





Show all 139 episodes",2000,2007
33356,Lauren Pomerantz,writer,2004-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"2004-2005

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Lindsay Lohan/Coldplay
(2005)
... (writer)


- Will Ferrell/Queens of the Stone Age
(2005)
... (writer)


- Johnny Knoxville/System of a Down
(2005)
... (writer)


- Tom Brady/Beck
(2005)
... (writer)


- Cameron Diaz/Green Day
(2005)
... (writer)





Show all 20 episodes",2004,2005
33369,Akiva Schaffer,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (13 episodes, 2010 - 2011) (writer - 95 episodes, 2005 - 2011) (written by - 6 episodes, 2007 - 2009) (additional sketch - 2 episodes, 2013 - 2014)",116,"Saturday Night Live
(TV Series) (13 episodes, 2010 - 2011) (writer - 95 episodes, 2005 - 2011) (written by - 6 episodes, 2007 - 2009) (additional sketch - 2 episodes, 2013 - 2014)


- Andy Samberg/St. Vincent
(2014)
... (additional sketch)


- Justin Timberlake
(2013)
... (additional sketch)


- Justin Timberlake/Lady Gaga
(2011)
... (writer)


- Ed Helms/Paul Simon
(2011)
... (writer)


- Tina Fey/Ellie Goulding
(2011)
... (writer)





Show all 116 episodes",2005,2014
33414,Akiva Schaffer,actor,2008-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

The Lonely Island / Various / Guy / ...",8,"2008-2014

Saturday Night Live
(TV Series)

The Lonely Island / Various / Guy / ...

- Andy Samberg/St. Vincent
(2014)
... The Lonely Island (uncredited)


- Jesse Eisenberg/Nicki Minaj
(2011)
... (uncredited)


- Jeff Bridges/Eminem and Lil Wayne
(2010)
... Various (uncredited)


- Jude Law/Pearl Jam
(2010)
... Guy (uncredited)


- Seth Rogen/Phoenix
(2009)
... Guy Selling Gun (uncredited)





Show all 8 episodes",2008,2014
33431,Akiva Schaffer,self,2011-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",3,"2011-2013

Saturday Night Live
(TV Series)

Self

- Adam Levine/Kendrick Lamar
(2013)
... Self (uncredited)


- Will Ferrell/Usher
(2012)
... Self (uncredited)


- Tina Fey/Ellie Goulding
(2011)
... Self (uncredited)",2011,2013
33448,Akiva Schaffer,director,2005-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (68 episodes),68,"2005-2021

Saturday Night Live
(TV Series) (68 episodes)


- Paul Rudd/Charli XCX
(2021)
... (segment ""Dick In A Box"")


- Justin Timberlake/Lady Gaga
(2011)
... (digital shorts)


- Jesse Eisenberg/Nicki Minaj
(2011)
... (digital shorts)


- Jeff Bridges/Eminem and Lil Wayne
(2010)
... (digital shorts)


- Robert De Niro/Diddy-Dirty Money
(2010)
... (digital shorts)





Show all 68 episodes",2005,2021
33545,Jorma Taccone,actor,2005-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Passerby / Jorm / Laser Cats Villain / ...",22,"2005-2014

Saturday Night Live
(TV Series)

Passerby / Jorm / Laser Cats Villain / ...

- Andy Samberg/St. Vincent
(2014)
... The Lonely Island (uncredited)


- Jesse Eisenberg/Nicki Minaj
(2011)
... (uncredited)


- Jeff Bridges/Eminem and Lil Wayne
(2010)
... Various (uncredited)


- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... Friend (uncredited)


- Ryan Reynolds/Lady Gaga
(2009)
... Announcer (segment ""So You Committed A Crime... And You Think You Can Dance?"") (voice, uncredited)





Show all 22 episodes",2005,2014
33564,Jorma Taccone,director,2007-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (26 episodes),26,"2007-2012

Saturday Night Live
(TV Series) (26 episodes)


- Mick Jagger
(2012)
... (segment ""Lazy Sunday 2"")


- Josh Brolin/Gotye
(2012)
... (segment ""Laser Cats 7"")


- Lindsay Lohan/Jack White
(2012)
... (segment ""Afros"")


- Katy Perry/Robyn
(2011)
... (segment ""Best Friends"")


- Emma Stone/Coldplay
(2011)
... (digital shorts)





Show all 26 episodes",2007,2012
33587,Jorma Taccone,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 88 episodes, 2005 - 2022) (additional sketch - 5 episodes, 2011 - 2014) (written by - 5 episodes, 2007 - 2009) (digital shorts - 2 episodes, 2010)",100,"Saturday Night Live
(TV Series) (writer - 88 episodes, 2005 - 2022) (additional sketch - 5 episodes, 2011 - 2014) (written by - 5 episodes, 2007 - 2009) (digital shorts - 2 episodes, 2010)


- Will Forte/Måneskin
(2022)
... (writer)


- Andy Samberg/St. Vincent
(2014)
... (additional sketch)


- Justin Timberlake
(2013)
... (additional sketch)


- Mick Jagger
(2012)
... (writer: ""Lazy Sunday 2"")


- Josh Brolin/Gotye
(2012)
... (additional sketch)





Show all 100 episodes",2005,2022
33652,Jorma Taccone,self,2011-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",3,"2011-2013

Saturday Night Live
(TV Series)

Self

- Adam Levine/Kendrick Lamar
(2013)
... Self (uncredited)


- Will Ferrell/Usher
(2012)
... Self (uncredited)


- Tina Fey/Ellie Goulding
(2011)
... Self (uncredited)",2011,2013
33676,Bryan H. Tucker,actor,2006-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Greg clone / Hot Dog Vendor (segment ""On the Ground"") / Murderer / ...",9,"2006-2010

Saturday Night Live
(TV Series)

Greg clone / Hot Dog Vendor (segment ""On the Ground"") / Murderer / ...

- Jon Hamm/Michael Bublé
(2010)
... Greg clone (uncredited)


- Ryan Reynolds/Lady Gaga
(2009)
... Hot Dog Vendor (segment ""On the Ground"") (uncredited)


- Megan Fox/U2
(2009)
... Murderer (uncredited)


- Tracy Morgan/Kelly Clarkson
(2009)
... Soldier (uncredited)


- Shia LaBeouf/My Morning Jacket
(2008)
... Orderly (uncredited)





Show all 9 episodes",2006,2010
